Index,Model,Price,specs,gen,Core_Thread,RAM,Storage,Graphics,display,os,Warranty
553,HP Victus 15-fa0353TX Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹90,990",63,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
554,Acer Aspire 3 A315-23 UN.HVTSI.015 Laptop (AMD Ryzen 5 3500U/ 8GB/ 512GB SSD/ Win11 Home),"₹37,990",,3rd Gen AMD Ryzen 5  3500U,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,AMD Radeon AMD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
555,Lenovo IdeaPad Gaming 3 82K201YCIN Laptop (AMD Ryzen 5-5600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹66,489",71,5th Gen AMD Ryzen 5  5600H,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce GTX 1650,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
556,Dell Vostro 3425 D552309WIN9BE Laptop (AMD Ryzen 3 5425U/ 8GB/ 512GB/ Win11 Home),"₹41,490",61,5th Gen AMD Ryzen 3  5425U,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,AMD Radeon AMD,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
557,Lenovo IdeaPad Slim 3 82RK00EDIN Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹62,390",,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB  RAM,512 GB SSD,‎Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
558,Asus TUF Gaming A17 FA706IHR-HX031W Gaming Laptop (AMD Ryzen 5 4600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹55,790",71,4th Gen AMD Ryzen 5  4600H,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce GTX 1650,"17.3 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
559,HP Victus 15-fb0050AX Gaming Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹67,600",72,5th Gen AMD Ryzen 5  5600H ,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
560,HP 15s-eq1561AU Laptop (AMD Ryzen 3 3250U/ 8GB/ 256GB SSD/ Win11 Home),"₹29,997",,3rd Gen AMD Ryzen 3  3250U,"Dual Core, 4 Threads",8 GB DDR4 RAM,256 GB SSD,AMD Radeon Radeon,"15.6 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty
561,HP 14s-dq3037tu Laptop (Intel Celeron N4500/ 8GB/ 256GB SSD/ Win11 Home),"₹25,521",,Intel Celeron  N4500,Dual Core,8 GB DDR4 RAM,256 GB SSD,Intel Integrated UHD Graphics,"14 inches, 1366 x 768 pixels",Windows 11  OS,1 Year Warranty
562,Acer Aspire 7 A715-42G UN.QAYSI.006 Gaming Laptop (AMD Ryzen 5-5500U/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹58,990",68,5th Gen AMD Ryzen 5  5500U,"Hexa Core, 12 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce GTX 1650,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
563,Asus Vivobook 15 2022 X1502ZA-EJ302WS Laptop (12th Gen Core i3/ 8GB/ 256GB SSD/ Win11),"₹41,990",,12th Gen Intel Core i3 1220P,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,256 GB SSD,Intel Iris Xe,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
564,Lenovo Ideapad Gaming 3 82K201UKIN Laptop (Ryzen 7 5800H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹71,990",67,5th Gen AMD Ryzen 7  5800H,"Octa Core, 16 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
565,Fujitsu CH FPC02548LK Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹59,990",62,11th Gen Intel Core i5 1135G7 ,"Quad Core, 8 Threads",16 GB LPDDR4X RAM,512 GB SSD,Intel Iris Xe Graphics,"13.3 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
566,Lenovo IdeaPad Gaming 3 82K1019AIN Laptop (11th Gen Core i5/ 8GB/ 1TB 256GB SSD/ Win11 Home/ 4GB Graph),"₹64,990",72,11th Gen Intel Core i5 11300H,"Quad Core, 8 Threads",8 GB DDR4 RAM,1 TB Hard Disk,256 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS
567,HP Victus 15-fa0073TX Laptop (12th Gen Core i7/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹89,990",61,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
568,Dell Vostro 3425 Laptop (AMD Ryzen 5 5625U/ 8GB/ 512GB/ Win11 Home),"₹52,290",67,5th Gen AMD Ryzen 5 5625U,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,AMD Radeon Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
569,Acer Aspire 5 NX.K6SSI.002 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹40,990",,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel UHD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
570,Dell Vostro 3525 Laptop (AMD Ryzen7 5825U/ 8GB/ 512GB SSD/ Win11),"₹57,990",67,5th Gen AMD Ryzen 7  5825U,"Octa Core, 16 Threads",8 GB DDR4 RAM,512 GB SSD,AMD Radeon Radeon Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
571,Asus ROG Flow X16 2022 GV601RM-M6054WS Gaming Laptop (Ryzen 7 6800HS/ 16GB/ 1TB SSD/ Win11 / 6GB Graph),"₹1,71,990",82,6th Gen AMD Ryzen 7  6800HS,"Octa Core, 16 Threads",16 GB DDR5 RAM,1 TB SSD,6 GB NVIDIA GeForce RTX 3060,"16 inches, 2560 x 1600 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
572,Asus ROG Zephyrus Duo 16 2022 GX650RXZ-LO227WS Gaming Laptop ( AMD 9 6900HX/ 32GB/ 2TB SSD/ Win11 / 16GB Graph),"₹3,91,990",,6th Gen AMD Ryzen 9  6900HX,"Octa Core, 16 Threads",32 GB DDR5 RAM,2 TB SSD,16 GB NVIDIA GeForce RTX 3080 Ti,"16 inches, 2560 x 1600 pixels",Windows 11 OS,1 Year Warranty
573,Dell Inspiron 7620 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹87,500",,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics,"16 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
574,HP Pavilion x360 14-ek0078TU Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹72,990",60,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
575,Asus Zenbook Flip 14 OLED UP5401ZA-KN501WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹89,480",65,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",16 GB LPDDR5 RAM,512 GB SSD,Intel Integrated Iris Xe,"14 inches, 2880 x 1800 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
576,Asus Vivobook Flip 14 TP3402ZA-LZ511WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹79,990",71,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Integrated Iris Xe Graphics,"14 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
577,HP Pavilion 14s-fy1005AU Laptop (Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11 Home),"₹61,499",62,5th Gen AMD Ryzen 7  5700U,"Octa Core, 16 Threads",16 GB DDR4 RAM,512 GB SSD,AMD Radeon Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
578,Dell XPS 13 9320 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹1,40,900",66,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",16 GB  RAM,512 GB SSD,Intel Iris Xe Graphics,"13.4 inches, 3840 x 2400 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
579,Dell Vostro 5620 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹69,160",,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Iris Xe ,"16 inches, 1920 x 1080 pixels",Windows 11  OS,1 Year Warranty
580,Dell Alienware x14 Gaming Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win 11/ 4GB Graph),"₹1,69,990",76,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",16 GB LPDDR5 RAM,512 GB SSD,4 GB NVIDIA GEFORCE RTX 3050 Ti,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
581,HP Pavilion x360 14-ek0086TU Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹74,990",,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,Backlit Keyboard
582,LG Gram 14 14Z90Q-G.AH75A2 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹93,490",71,12th Gen Intel Core i7 1260P,"12 Cores (4P + 8E), 16 Threads",16 GB LPDDR5 RAM,512 GB SSD,Intel Iris Xe Graphics,"14 inches, 1200 x 1920 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
583,LG Gram 17Z90Q-G.AH78A2 Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11),"₹1,19,990",74,12th Gen Intel Core i7 1260P,"12 Cores (4P + 8E), 16 Threads",16 GB LPDDR5 RAM,1 TB SSD,Intel Iris Xe Graphics,"17 inches, 1600 x 2560 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
584,Lenovo IdeaPad Slim 3 82RK0085IN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹61,928",,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16 GB  RAM,512 GB SSD,‎Intel Iris Xe Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,Backlit Keyboard
585,Dell G15-5525 Gaming Laptop (Ryzen 5 6600H/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹74,990",65,6th Gen AMD Ryzen 5  6600H,"Hexa Core, 12 Threads",16 GB DDR5 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows OS,1 Year Warranty
586,Acer TravelMate TMP214-53 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),"₹51,990",63,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated Iris Xe,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
587,Acer Nitro 5 AN515-57 UN.QEHSI.004 Laptop (11th Gen Core i5/ 8GB/ 1TB 256GB SSD/ Win11 Home/ 4GB Graph),"₹62,999",74,11th Gen Intel Core i5 11400H,"Hexa Core, 12 Threads",8 GB DDR4 RAM,1 TB Hard Disk,256 GB SSD,4 GB NVIDIA GeForce GTX 1650,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS
588,Acer TravelMate TMP214-53 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹45,990",,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated Iris Xe,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
589,Lenovo IdeaPad Gaming 3 82K101B7IN Laptop (11th Gen Core i5/ 16GB/ 1TB 256GB SSD/ Win11 Home/ 4GB Graph),"₹68,990",72,11th Gen Intel Core i5 11320H,"Quad Core, 8 Threads",16 GB DDR4 RAM,1 TB Hard Disk,256 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS
590,Asus Vivobook S15 OLED S3502ZA-L702WS Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹85,500",63,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Iris XE Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
591,Asus TUF Dash F15 2022 FX517ZE-HN036WS Gaming Laptop (12th Gen Core i7/ 16GB/512GB SSD/ Win11 Home/ 4GB Graph),"₹98,990",68,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",16 GB DDR5 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050-Ti,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
592,Asus VivoBook 14 2022 X1402ZA-EB512WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹62,990",63,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Integrated Iris Xe,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
593,Asus TUF Dash F15 2022 FX517ZC-HN107WS Gaming Laptop (12th Gen Core i7/ 16GB/512GB SSD/ Win11 Home/ 4GB Graph),"₹95,990",68,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",16 GB DDR5 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
594,Asus TUF Dash F15 2022 FX517ZR-HQ030WS Gaming Laptop (12th Gen Core i7/ 16GB/1TB SSD/ Win11 Home/ 8GB Graph),"₹1,49,890",74,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",16 GB DDR5 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 3070,"15.6 inches, 2560 x 1440 pixels",Windows 11 OS,1 Year Warranty
595,Asus TUF Gaming F15 FX507ZM-HF068WS Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),"₹1,18,990",76,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",16 GB DDR5 RAM,1 TB SSD,6 GB NVIDIA GeForce RTX 3060,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
596,Dell XPS 15 9520 Laptop (12th Gen Core i7 / 32GB/ 1TB SSD/ Win11/ 4GB Graph),"₹2,45,000",,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",32 GB DDR5 RAM,1 TB SSD,4 GB NVIDIA Geforce RTX 3050 Ti,"15.6 inches, 3840 x 2160 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
597,Asus VivoBook 15 X512DA-BQ303WS Laptop (Ryzen 3 3250U/ 8GB/ 256GB SSD/ Win11 Home),"₹33,990",,3rd Gen AMD Ryzen 3  3250U,"Dual Core, 4 Threads",8 GB DDR4 RAM,256 GB SSD,AMD Radeon AMD Radeon,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
598,Dell Vostro 3515 Laptop (Ryzen 3 3250U/ 8GB/ 256GB SSD/ Win11),"₹38,890",,3rd Gen AMD Ryzen 3  3250U,"Dual Core, 4 Threads",8 GB DDR4 RAM,256 GB SSD,AMD Radeon Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
599,Asus TUF Gaming A17 FA777RC-HX027WS Laptop (Ryzen 7 6800H/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹88,990",67,6th Gen AMD Ryzen 7  6800H,"Octa Core, 16 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"17.3 inches, 1920 x 1080 pixels",Windows 10 OS,1 Year Warranty
600,Asus Vivobook 15 Touch X515EA-EZ501WS Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),"₹51,990",62,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated Iris Xe,"15.6 inches, 1920 x 1080 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
601,MSI Sword 15 A12UC-467IN Gaming Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home/ 4GB Graph),"₹89,944",67,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",16 GB DDR4 RAM,1 TB SSD,4 GB NVIDIA GeForce RTX RTX3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,2 Year Warranty
602,MSI Thin GF63 11UC-851IN Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win10 Home/ 4GB Graph),"₹64,200",71,11th Gen Intel Core i5 11400H,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA Geforce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS,2 Year Warranty
603,Apple MacBook Pro 2022 Laptop (Apple M2/ 8GB/ 256GB SSD/ macOS),"₹1,21,990",,Apple M2 Apple M2 Chip,Octa Core,8 GB  RAM,256 GB SSD,10 Core GPU,"13.3 inches, 2560 x 1600 pixels",Mac OS,1 Year Warranty
604,Acer Predator Helios 300 NH.QC2SI.00B Laptop (11th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),"₹1,19,990",78,11th Gen Intel Core i9 11900H,"Octa Core, 16 Threads",16 GB DDR4 RAM,1 TB SSD,6 GB NVIDIA GeForce RTX 3060,"15.6 inches, 2560 x 1440 pixels",Windows 11 OS,1 Year Warranty
605,HP Envy x360 13-ay1059AU Laptop (Ryzen 5 5600U/ 8GB/ 512GB SSD/ Win11 Home),"₹77,990",65,5th Gen AMD Ryzen 5 5600U,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,AMD Raedon Graphics,"13.3 inches, 1920 x 1080 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
606,Asus Strix G15 G513RM-HQ271WS Gaming Laptop (Ryzen 7 6800H/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),"₹1,24,990",82,6th Gen AMD Ryzen 7  6800H,"Octa Core, 16 Threads",16 GB DDR5 RAM,1 TB SSD,6 GB NVIDIA GeForce RTX 3060,"15.6 inches, 2560 x 1440 pixels",Windows 11 OS,1 Year Warranty
607,Asus X515EA-BQ522WS Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),"₹53,500",61,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated Iris Xe,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
608,Lenovo IdeaPad Gaming 3 81Y401ARIN Gaming Laptop (10th Gen Core i5/ 8GB/ 512GB SSD/ Win10 Home/ 4GB Graph),"₹63,990",67,10th Gen Intel Core i5 10300H,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce GTX 1650,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS,1 Year Warranty
609,Lenovo IdeaPad 3 15ITL05 81X800K9IN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹55,490",60,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
610,Asus Vivobook S15 OLED K3502ZA-L701WS Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹84,700",71,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Iris XE Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
611,Asus Zenbook 14X OLED Space Edition UX5401ZAS-KN711WS Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11),"₹1,19,990",75,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",16 GB LPDDR5 RAM,1 TB SSD,Intel Iris Xe,"14 inches, 2880 x 1800 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
612,Asus Zenbook 14X OLED Space Edition UX5401ZAS-KN901WS Laptop (12th Gen Core i9/ 32GB/ 1TB SSD/ Win11),"₹1,59,990",78,12th Gen Intel Core i9 12900H,"14 Cores (6P + 8E), 20 Threads",32 GB LPDDR5 RAM,1 TB SSD,Intel Iris X Graphics ,"14 inches, 2880 x 1800 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
613,Fujitsu CH 4ZR1H03553 Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹54,990",63,11th Gen Intel Core i5 1135G7 ,"Quad Core, 8 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics,"13.3 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
614,Lenovo IdeaPad Slim 3 81WE01QLIN Laptop (10th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹37,490",,10th Gen Intel Core i3 10110U ,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,Intel UHD Graphics,"14 inches, 1920 x 1080 pixels",Windows 10  OS,1 Year Warranty
615,HP Pavilion 14-EC1008AU Laptop (Ryzen 7 5825U/ 16GB/ 512GB SSD/ Win11 Home),"₹77,100",,5th Gen AMD Ryzen 7  5825U,"Octa Core, 16 Threads",16 GB DDR4 RAM,512 GB SSD,AMD Radeon AMD,"14 inches, 1920 x 1080 pixels",Windows 11  OS,1 Year Warranty
616,HP 15s-du3519TX Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 2GB Graph),"₹58,990",62,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,2 GB NVIDIA GeForce MX450,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
617,Asus BR1100FKA-BP1104W Laptop (Celeron N4500/ 4GB/ 128GB SSD/ Win11 Home),"₹29,200",,Intel Celeron  N4500,Dual Core,4 GB DDR4 RAM,128 GB SSD,Intel Integrated UHD Graphics,"11.6 inches, 1366 x 768 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
618,Asus ROG Strix Scar 17 G733ZW-LL139WS Gaming Laptop (12th Gen Core i9/ 32GB/ 1TB SSD/ Win11 Home/ 8GB Graph),"₹2,49,990",79,12th Gen Intel Core i9 12900H,"14 Cores (6P + 8E), 20 Threads",32 GB DDR5 RAM,1 TB SSD,8 GB NVIDIA GeForce RTX 3070 Ti,"17.3 inches, 2560 x 1440 pixels",Windows 11 OS,1 Year Warranty
619,HP Pavilion x360 14-dy0208TU Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹54,490",60,11th Gen Intel Core i3 1125G4,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,"14 inches, 1920 x 1080 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
620,Asus VivoBook 15 X515JA-BQ511WS Laptop (10th Gen Core i5/ 8GB/ 256GB SSD/ Win11),"₹41,999",,10th Gen Intel Core i5 1035G1,"Quad Core, 8 Threads",8 GB DDR4 RAM,256 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS,1 Year Warranty
621,HP Envy 15-ep1087TX Laptop (11th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 6GB Graph),"₹1,98,499",86,11th Gen Intel Core i9 11900H,"Octa Core, 16 Threads",32 GB DDR4 RAM,1 TB SSD,6 GB NVIDIA GeForce RTX 3060,"15.6 inches, 3840 x 2160 pixels",Windows 11  OS,1 Year Warranty
622,HP Victus 16-e0351AX Gaming Laptop (Ryzen 7-5800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹87,490",72,5th Gen AMD Ryzen 7 5800H ,"Octa Core, 16 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"16.1 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
623,Dell Latitude 3420 Laptop (11th Gen Core i5/ 8GB/ 1TB 256GB SSD/ Win10 Pro),"₹80,100",63,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8 GB DDR4 RAM,1 TB Hard Disk,256 GB SSD,Intel UHD Graphics,"14 inches, 1366 x 768 pixels",Windows 10  OS
624,Lenovo IdeaPad Flex 5 14ITL05 82HS00W6IN Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹57,990",,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,"14 inches, 1920 x 1080 pixels, Touch Screen",Windows 11  OS,1 Year Warranty
625,Lenovo ThinkPad E14 20T6S0XE00 Laptop (Ryzen 3 4300U/ 4GB/ 256GB SSD/ Win10),"₹45,000",,ThinkPad Reliability tested on 12 MIL-STD-810H Methods and 22 Procedures,Body Material: Aluminium (Top),Built to withstand rugged usage and can handle accidental knocks,Processor: AMD Ryzen 3 4300U processor,Memory: 4GB DDR4 3200 MHz,Storage: 256GB SSD M.2,Operating System: Pre-loaded Windows 10 Home SL with lifetime Validity,"Display: 14"" (1920 x 1080) FHD IPS Antiglare 250nits 170° Viewing Angle"
626,Dell Vostro 3510 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹43,990",,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11  OS,1 Year Warranty
